gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,29.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,Unknown,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,31.0,Yes,1.0,4.0,33.77904611212656,5.0,3.0,2.0,7.0,Yes,Risk,Unknown,Wealth Creation,More than 5 years,Daily,30%-40%,Unknown,Unknown,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,24.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,Unknown,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Unknown,False
Male,38.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,Monthly,10%-20%,Equity,Unknown,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Television,False
Male,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Fund Diversification,assured returns_err,Fixed Returns,Newspapers and Magazines,False
Female,37.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,yes_err,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,29.0,yes_err,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Female,31.0,Yes,38.91517435062281,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,28.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Monthly,10%-20%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Unknown,False
Female,25.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Unknown,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Male,24.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Unknown,1-3 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,436.44818400172704,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,436.44818400172704,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,fixed returns_err,Television,False
Male,31.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Unknown,False
Male,29.0,Yes,38.91517435062281,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Returns,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,nan_err,fixed returns_err,Financial Consultants,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,27.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,growth_err,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,Unknown,Fixed Returns,Television,False
Male,27.2,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,27.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,False
Male,30.0,Unknown,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,risk_err,Growth,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Unknown,Dividend,fund diversification_err,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Male,27.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,19.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,more than 5 years_err,Weekly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Male,26.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,10%-20%,Fixed Deposits,Health Care,Liquidity,Better Returns,Unknown,Risk Free,Financial Consultants,False
Male,24.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,False
Male,32.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Unknown,Unknown,Less than 1 year,Monthly,30%-40%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,32.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,wealth creation_err,Less than 1 year,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,28.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,31.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Female,27.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,monthly_err,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Male,30.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,More than 5 years,Monthly,30%-40%,mutual fund_err,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,False
Male,34.0,Yes,1.0,3.0,7.0,4.0,5.0,12.985754034654704,6.0,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,21.0,Yes,38.91517435062281,46.38680213244817,5.0,6.0,3.0,1.0,7.0,yes_err,Risk,Capital Appreciation,Unknown,3-5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,37.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,income_err,Returns,1-3 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,28.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Unknown,Returns,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,1.0,4.0,6.0,69.93907056742995,3.0,2.0,7.0,Yes,Risk,Unknown,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Health Care,Unknown,Better Returns,Unknown,Fixed Returns,Financial Consultants,False
Male,28.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,27.0,Yes,2.0,5.0,7.0,69.93907056742995,45.92673072281554,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Unknown,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err,False
Male,25.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,24.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Male,28.0,Yes,2.0,3.0,6.0,5.0,1.0,12.985754034654704,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,False
Male,27.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,False
Unknown,24.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Weekly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,internet_err,False
Male,31.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,television_err,False
Female,25.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%_err,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Male,436.44818400172704,yes_err,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,risk free_err,Newspapers and Magazines,False
Female,36.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Unknown,3-5 years,Weekly,30%-40%,Unknown,Retirement Plan,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,24.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,public provident fund_err,Health Care,Capital Appreciation,Better Returns,Safe Investment,Unknown,Financial Consultants,False
Female,25.0,Unknown,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Female,28.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
female_err,24.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Unknown,Safe Investment,Risk Free,Internet,False
Female,27.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,yes_err,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Male,23.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Monthly,30%-40%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Female,32.0,Yes,2.0,46.38680213244817,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,False
Female,19.0,No,1.0,2.0,3.0,69.93907056742995,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,Less than 1 year,Monthly,30%-40%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Unknown,37.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,27.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,Unknown,weekly_err,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,31.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,45.92673072281554,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Equity,Unknown,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,23.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Unknown,Unknown,Returns,1-3 years,Unknown,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Female,25.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,False
Male,27.0,Yes,3.0,2.0,7.0,4.0,5.0,12.985754034654704,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,equity_err,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Financial Consultants,False
Unknown,28.0,nan_err,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,20%-30%,Equity,Health Care,Dividend,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,False
Female,35.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,12.985754034654704,6.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Unknown,26.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Unknown,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Health Care,Unknown,fund diversification_err,Assured Returns,Risk Free,Television,False
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,62.468388501833545,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Health Care,Capital Appreciation,nan_err,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,28.2,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Equity,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,29.0,Unknown,3.0,4.0,6.0,69.93907056742995,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,23.4,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,29.0,Yes,2.0,3.0,6.0,4.2,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,3-5 years,Weekly,20%-30%,Unknown,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,False
Male,29.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,28.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Unknown,More than 5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,21.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Monthly,30%-40%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Female,32.0,Yes,2.0,4.0,6.6,6.0,3.0,1.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,False
Female,29.0,Yes,3.0,46.38680213244817,7.0,5.0,1.0,2.0,6.6,Unknown,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,False
Female,25.0,Yes,2.2,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,32.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Unknown,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,20.4,Yes,2.0,3.0,7.0,4.0,6.0,1.0,16.49367770036671,Yes,risk_err,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,32.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%_err,Unknown,Retirement Plan,Unknown,Better Returns,safe investment_err,Fixed Returns,Financial Consultants,False
Female,25.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Unknown,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Unknown,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,27.0,Yes,2.0,4.0,5.0,69.93907056742995,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,assured returns_err,Risk Free,Newspapers and Magazines,False
Male,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,Unknown,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Unknown,Retirement Plan,Unknown,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,32.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Unknown,Fixed Returns,Newspapers and Magazines,False
Female,26.2,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,Unknown,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,25.0,Yes,4.0,46.38680213244817,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,Unknown,Unknown,10%-20%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,Unknown,Television,False
Unknown,32.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Unknown,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Unknown,False
Female,30.0,Yes,3.0,2.0,7.0,5.0,4.0,12.985754034654704,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Male,25.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,3.0,6.0,Yes,Returns,Capital Appreciation,Unknown,Less than 1 year,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Unknown,False
Male,25.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Unknown,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,False
Female,31.0,Unknown,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Unknown,Less than 1 year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,28.0,Unknown,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,growth_err,Wealth Creation,3-5 years,Daily,20%-30%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,30.0,yes_err,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,financial consultants_err,False
Female,37.0,Yes,1.0,2.0,5.0,3.0,7.0,12.985754034654704,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,24.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,More than 5 years,Monthly,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Unknown,False
Male,22.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,More than 5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
Female,34.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,fixed returns_err,Financial Consultants,False
Male,24.0,Yes,2.0,1.0,33.77904611212656,7.0,6.0,12.985754034654704,5.0,Yes,returns_err,Income,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Dividend,Unknown,Tax Incentives,High Interest Rates,Internet,False
Male,35.0,Yes,2.0,12.477360426489634,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,More than 5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Female,31.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,More than 5 years,Weekly,10%-20%,Mutual Fund,retirement plan_err,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,23.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,Less than 1 year,Weekly,30%-40%,Unknown,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,False
