gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,26.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,26.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,30.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,,Yes,Returns,,Wealth Creation,More than 5 years,Monthly,,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,
Female,21.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,risk_err,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,,Internet
Male,31.0,Yes,2.0,4.0,7.0,5.0,3.0,12.985754034654704,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Health Care,,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,24.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,3-5 years_err,Monthly,30%-40%,Mutual Fund,Health Care,Liquidity,Better Returns,,Risk Free,Financial Consultants
Male,25.0,Yes,,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,income_err,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,26.0,Yes,,3.0,5.0,7.0,2.0,,6.0,,Returns,,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,28.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,,Capital Appreciation,Returns,1-3 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,24.0,Yes,2.0,3.0,7.0,5.0,4.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,26.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,financial consultants_err
Male,29.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,26.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Male,26.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,27.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,,Yes,Returns,,wealth creation_err,Less than 1 year,Weekly,20%-30%,Equity,,Capital Appreciation,Fund Diversification,,Risk Free,Newspapers and Magazines
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,,Newspapers and Magazines
Male,29.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,26.0,Yes,3.0,4.0,,,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
,29.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Health Care,,Better Returns,,Fixed Returns,Financial Consultants
Female,24.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Female,28.0,Yes,2.0,4.0,33.77904611212656,6.0,3.0,1.0,5.0,Yes,Returns,,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,31.0,Yes,3.0,6.0,,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,less than 1 year_err,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,34.0,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,,More than 5 years,Monthly,30%-40%,Equity,Health Care,Dividend,Fund Diversification,Assured Returns,fixed returns_err,Newspapers and Magazines
Male,26.0,Yes,2.0,3.0,,5.0,1.0,4.0,,Yes,,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,24.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,,Growth,Savings for Future,,Weekly,30%-40%,Mutual Fund,Health Care,liquidity_err,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,23.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,assured returns_err,Risk Free,
Female,25.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,,Fund Diversification,Safe Investment,Risk Free,Internet
,24.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Mutual Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
,30.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,,Yes,returns_err,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,28.0,Yes,38.91517435062281,,6.0,5.0,2.0,,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,,Risk Free,Financial Consultants
,24.0,Yes,5.0,4.0,7.0,6.0,,2.0,3.0,,Risk,Growth,Savings for Future,3-5 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,37.0,Yes,2.0,4.0,,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,,Weekly,10%-20%,Mutual Fund,Retirement Plan,,Better Returns,Assured Returns,risk free_err,Financial Consultants
Female,34.0,Yes,2.0,4.0,33.77904611212656,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,24.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,,fund diversification_err,Safe Investment,Risk Free,Internet
Male,22.0,Yes,2.0,4.0,6.0,,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
male_err,436.44818400172704,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,,Wealth Creation,Less than 1 year,Monthly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,assured returns_err,Fixed Returns,Newspapers and Magazines
Male,26.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,,Financial Consultants
Male,24.0,Yes,5.0,4.0,7.0,,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,27.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,29.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,21.0,,1.0,2.0,3.0,4.0,5.0,6.0,,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,internet_err
Male,30.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,,Returns,,Wealth Creation,3-5 years,Daily,10%-20%_err,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,31.0,Yes,5.0,4.0,3.0,,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Monthly,30%-40%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,21.0,,1.0,2.0,3.0,4.0,5.0,,7.0,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,daily_err,20%-30%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,436.44818400172704,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,nan_err,Risk Free,Newspapers and Magazines
Male,33.0,Yes,1.0,4.0,33.77904611212656,5.0,3.0,,7.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,30%-40%_err,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,1-3 years,,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,fixed returns_err,Newspapers and Magazines
Female,25.0,Yes,2.0,3.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Returns,Capital Appreciation,,1-3 years,Daily,30%-40%,Equity,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,capital appreciation_err,Wealth Creation,More than 5 years,Weekly,30%-40%,Mutual Fund,Health Care,Dividend,Better Returns,safe investment_err,High Interest Rates,Financial Consultants
Male,33.0,,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,risk_err,Growth,Wealth Creation,,Weekly,20%-30%,Mutual Fund,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,28.0,Yes,3.0,2.0,7.0,4.0,45.92673072281554,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,25.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,,Returns,Income,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,,Better Returns,Safe Investment,Risk Free,
Male,27.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,capital appreciation_err,Wealth Creation,More than 5 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,better returns_err,Assured Returns,Risk Free,Financial Consultants
Female,34.0,Yes,,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,less than 1 year_err,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,32.0,Yes,2.0,4.0,7.0,69.93907056742995,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,28.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,32.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,,20%-30%,fixed deposits_err,Health Care,,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,24.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,
Female,29.0,Yes,3.0,2.0,7.0,,,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Male,35.0,Yes,2.0,4.0,,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Savings for Future,Less than 1 year,Weekly,30%-40%,,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,26.0,Yes,,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,3-5 years_err,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,26.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,436.44818400172704,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,,Returns,Capital Appreciation,Wealth Creation,,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,3.0,,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,30.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,
Female,34.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,30.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,,High Interest Rates,Financial Consultants
Female,33.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,
Male,26.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,35.0,,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,29.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,26.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,,Equity,Retirement Plan,Capital Appreciation,Better Returns,,,Financial Consultants
Male,436.44818400172704,Yes,2.0,3.0,7.0,69.93907056742995,6.0,1.0,5.0,Yes,Risk,capital appreciation_err,,Less than 1 year,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,
Male,30.0,Yes,,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years_err,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,32.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,,Yes,Risk,Growth,savings for future_err,3-5 years,Monthly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,27.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,,Yes,Returns,Capital Appreciation,Wealth Creation,,,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,28.0,Yes,3.0,4.0,6.0,,2.0,1.0,7.0,,Returns,Capital Appreciation,Wealth Creation,,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30.0,Yes,3.0,2.0,7.0,4.0,5.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,,Better Returns,Assured Returns,,Financial Consultants
Male,26.0,Yes,2.0,3.0,6.0,5.0,,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,19.0,No,1.0,,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,30%-40%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,
Male,27.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,24.0,No,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,
Male,31.0,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,37.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,27.0,Yes,4.0,5.0,1.0,2.0,7.0,12.985754034654704,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,television_err
Male,30.0,Yes,4.0,5.0,1.0,2.0,7.0,12.985754034654704,6.0,No,Returns,Growth,Wealth Creation,3-5 years,,20%-30%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,23.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Monthly,30%-40%,mutual fund_err,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Female,29.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,,Wealth Creation,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,23.0,Yes,2.0,3.0,7.0,,4.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,
Male,30.0,Yes,2.0,4.0,33.77904611212656,5.0,1.0,3.0,6.0,Yes,,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,,assured returns_err,Fixed Returns,Newspapers and Magazines
male_err,29.0,Yes,,4.0,7.0,5.0,1.0,3.0,6.0,Yes,,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,,Risk Free,Financial Consultants
Male,30.0,Yes,2.0,3.0,,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,22.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,fixed returns_err,financial consultants_err
,27.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,23.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,22.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
,21.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,,Yes,Returns,Income,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
